,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Cluster_Neighborhood,TotalSF,TotalBath,TotalPorchSF
1087,1088,60,FV,85.0,10574,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1082.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,9,Typ,Yes,Gd,Attchd,2005.0,RFn,3.0,1043.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2009,WD,Normal,4,3035.0,3.0,210
1088,1089,160,RM,24.0,2522,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Maj1,No,Unavailable,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,4,2006,WD,Normal,2,2679.0,2.0,40
1089,1090,120,FV,37.0,3316,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1039.0,Unf,0.0,208.0,GasA,Ex,Y,SBrkr,0,1,1,Gd,4,Typ,Yes,Gd,Attchd,2005.0,Fin,2.0,550.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,4,2006,WD,Normal,4,2494.0,3.0,84
1090,1091,90,RL,60.0,8544,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,Slab,Unavailable,Unavailable,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,Wall,Fa,N,FuseA,0,2,2,TA,6,Typ,No,Unavailable,Detchd,1987.0,Unf,2.0,400.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2009,WD,Normal,5,1040.0,2.0,0
1091,1092,160,FV,24.0,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,510.0,Unf,0.0,90.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,4,Typ,No,Unavailable,Detchd,1999.0,Unf,2.0,462.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,3,2008,WD,Normal,4,1852.0,4.0,48
1092,1093,50,RL,60.0,8400,Pave,Unavailable,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,423.0,Unf,0.0,758.0,GasA,Fa,Y,SBrkr,0,4,1,TA,7,Typ,Yes,Gd,Detchd,1925.0,Unf,2.0,576.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2008,WD,Normal,2,2875.0,2.0,470
1093,1094,20,RL,71.0,9230,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661.0,Unf,0.0,203.0,GasA,Gd,Y,SBrkr,0,1,1,Gd,6,Typ,No,Unavailable,Detchd,1977.0,Unf,2.0,884.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,10,2006,WD,Normal,5,2064.0,3.0,64
1094,1095,20,RL,74.0,5868,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,248.0,Rec,240.0,448.0,GasA,Ex,Y,SBrkr,0,2,1,TA,4,Typ,No,Unavailable,Attchd,1956.0,Fin,1.0,308.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2010,WD,Normal,5,1872.0,2.0,240
1095,1096,20,RL,78.0,9317,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1290.0,GasA,Gd,Y,SBrkr,0,3,1,Gd,6,Typ,Yes,Gd,Attchd,2006.0,RFn,2.0,440.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,3,2007,WD,Normal,4,2628.0,2.0,22
1096,1097,70,RM,60.0,6882,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,684.0,GasA,TA,Y,SBrkr,0,3,1,Gd,7,Typ,No,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,Unavailable,Unavailable,Y,No,Unavailable,Unavailable,Unavailable,0,3,2007,WD,Normal,2,2039.0,2.0,251
1097,1098,120,RL,60.0,3696,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1074.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,No,Unavailable,Attchd,1987.0,RFn,2.0,461.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,10,2007,WD,Normal,5,2162.0,2.0,211
1098,1099,50,RM,50.0,6000,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,672.0,Unf,0.0,0.0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,No,Unavailable,Detchd,1936.0,Unf,1.0,240.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2009,WD,Normal,5,1996.0,1.0,0
1099,1100,20,RL,82.0,11880,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,TA,TA,CBlock,Gd,TA,No,ALQ,704.0,Unf,0.0,567.0,GasA,TA,Y,SBrkr,0,3,1,TA,7,Typ,Yes,TA,Attchd,1978.0,RFn,2.0,478.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,4,2009,COD,Abnorml,4,2872.0,2.0,0
1100,1101,30,RL,60.0,8400,Pave,Unavailable,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290.0,Unf,0.0,0.0,GasA,TA,N,FuseF,0,1,1,Fa,3,Typ,No,Unavailable,Detchd,1930.0,Unf,1.0,246.0,TA,TA,N,No,Unavailable,Unavailable,Unavailable,0,1,2009,WD,Normal,2,728.0,1.0,0
1101,1102,20,RL,61.0,9758,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,412.0,LwQ,287.0,251.0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,No,Unavailable,Detchd,1981.0,Unf,1.0,280.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2007,WD,Normal,5,1900.0,1.0,0
1102,1103,20,RL,70.0,7000,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,TA,TA,No,Rec,588.0,Unf,0.0,422.0,GasA,Ex,Y,SBrkr,0,2,1,TA,6,Typ,No,Unavailable,Attchd,1960.0,RFn,1.0,254.0,TA,TA,Y,No,Unavailable,MnWw,Unavailable,0,4,2007,WD,Family,5,2144.0,1.0,16
1103,1104,20,RL,79.0,8910,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,655.0,Unf,0.0,0.0,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,Yes,Fa,BuiltIn,1954.0,Fin,2.0,539.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2006,WD,Normal,5,1849.0,2.0,192
1104,1105,160,RM,24.0,2016,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,630.0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,No,Unavailable,Detchd,1970.0,Unf,2.0,440.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,4,2007,WD,Normal,5,1932.0,3.0,0
1105,1106,60,RL,98.0,12256,Pave,Unavailable,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1032.0,Unf,0.0,431.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,9,Typ,Yes,TA,Attchd,1994.0,RFn,2.0,712.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,4,2010,WD,Normal,5,4085.0,4.0,218
1106,1107,20,RL,114.0,10357,Pave,Unavailable,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,738.0,Unf,0.0,172.0,GasA,Gd,Y,SBrkr,0,3,1,Gd,6,Typ,Yes,TA,Attchd,1990.0,Fin,2.0,719.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2007,WD,Normal,3,2352.0,3.0,244
1107,1108,60,RL,168.0,23257,Pave,Unavailable,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,868.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,9,Typ,Yes,Gd,BuiltIn,2006.0,RFn,2.0,422.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,9,2006,New,Partial,5,2889.0,3.0,100
1108,1109,60,RL,64.0,8063,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,924.0,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,Yes,TA,Attchd,2000.0,RFn,2.0,463.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,11,2007,WD,Abnorml,5,2614.0,3.0,148
1109,1110,20,RL,107.0,11362,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1039.0,Unf,0.0,797.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,Gd,Attchd,2004.0,Fin,3.0,862.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,3,2009,WD,Normal,5,3672.0,3.0,310
1110,1111,60,RL,64.0,8000,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,219.0,Unf,0.0,554.0,GasA,Gd,Y,SBrkr,0,3,1,TA,8,Typ,Yes,TA,Attchd,1995.0,Fin,2.0,431.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2008,WD,Normal,5,2431.0,4.0,308
1111,1112,60,RL,80.0,10480,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Unf,0.0,400.0,GasA,TA,Y,SBrkr,0,4,1,TA,8,Typ,Yes,Gd,Attchd,1976.0,RFn,2.0,483.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,9,2008,WD,Normal,4,2767.0,3.0,69
1112,1113,20,RL,73.0,7100,Pave,Unavailable,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,708.0,Unf,0.0,108.0,GasA,TA,Y,FuseA,0,2,1,TA,5,Typ,No,Unavailable,Detchd,1957.0,Unf,1.0,308.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2006,WD,Normal,5,1632.0,2.0,0
1113,1114,20,RL,66.0,8923,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,643.0,Unf,0.0,365.0,GasA,Gd,Y,SBrkr,0,2,1,Gd,6,Typ,No,Unavailable,Attchd,1953.0,Unf,1.0,240.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2007,WD,Normal,5,2016.0,2.0,18
1114,1115,20,RL,90.0,5400,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,415.0,Unf,0.0,418.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,4,Typ,No,Unavailable,Detchd,1955.0,Unf,1.0,326.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,8,2006,WD,Normal,2,1666.0,1.0,0
1115,1116,20,RL,93.0,12085,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,Gd,TA,PConc,Ex,TA,No,GLQ,1004.0,Unf,0.0,730.0,GasA,Ex,Y,SBrkr,0,3,1,Ex,7,Typ,Yes,Gd,Attchd,2007.0,RFn,3.0,928.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,11,2007,New,Partial,5,3468.0,3.0,0
1116,1117,80,RL,64.0,7750,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,Unf,0.0,55.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,TA,BuiltIn,2002.0,Fin,2.0,527.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,3,2009,WD,Normal,5,1827.0,4.0,120
1117,1118,20,RL,57.0,9764,Pave,Unavailable,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,702.0,Unf,0.0,192.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,5,Typ,No,Unavailable,Attchd,1967.0,RFn,2.0,450.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2008,WD,Normal,3,1788.0,2.0,0
1118,1119,80,RL,85.0,13825,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,533.0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Min2,No,Unavailable,BuiltIn,1958.0,RFn,1.0,300.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,12,2008,WD,Normal,3,2134.0,2.0,314
1119,1120,20,RL,70.0,7560,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,369.0,Unf,0.0,671.0,GasA,TA,Y,FuseA,0,3,1,TA,6,Typ,No,Unavailable,Attchd,1959.0,RFn,1.0,286.0,TA,TA,Y,No,Unavailable,GdWo,Unavailable,0,7,2006,WD,Normal,5,2080.0,1.0,392
1120,1121,30,RM,59.0,8263,Pave,Unavailable,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1012.0,GasA,TA,Y,FuseA,0,2,1,TA,6,Typ,Yes,Gd,Detchd,1920.0,Unf,1.0,308.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,5,2007,WD,Normal,2,2024.0,1.0,134
1121,1122,20,RL,84.0,10084,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1528.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,No,Unavailable,Attchd,2005.0,RFn,3.0,782.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2006,New,Partial,4,3104.0,2.0,164
1122,1123,20,RL,65.0,8926,Pave,Unavailable,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,672.0,GasA,Ex,Y,FuseA,0,3,1,TA,5,Typ,No,Unavailable,Basment,1956.0,Unf,1.0,288.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,10,2009,COD,Abnorml,2,1632.0,1.0,224
1123,1124,20,RL,50.0,9405,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698.0,GasA,Ex,Y,SBrkr,0,2,1,TA,4,Typ,No,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,Unavailable,Unavailable,Y,No,Unavailable,Unavailable,Unavailable,0,6,2009,WD,Normal,2,1396.0,2.0,200
1124,1125,80,RL,64.0,9125,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,GasA,Gd,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,TA,Attchd,1992.0,Fin,2.0,392.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2007,WD,Normal,5,1866.0,3.0,125
1125,1126,20,RL,60.0,10434,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1005.0,GasA,TA,Y,SBrkr,0,2,1,Fa,5,Typ,Yes,TA,Detchd,1977.0,Unf,2.0,672.0,Fa,Fa,Y,No,Unavailable,Unavailable,Unavailable,0,11,2009,WD,Normal,5,2010.0,1.0,0
1126,1127,120,RL,53.0,3684,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1373.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,7,Typ,Yes,TA,Attchd,2007.0,Fin,3.0,660.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2009,WD,Normal,5,2928.0,2.0,163
1127,1128,20,RL,182.0,14572,Pave,Unavailable,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,0.0,230.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,Gd,Attchd,2004.0,Fin,3.0,630.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,11,2007,WD,Family,5,3060.0,3.0,180
1128,1129,60,RL,59.0,11796,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,847.0,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,Yes,Gd,BuiltIn,2004.0,Fin,2.0,434.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2007,WD,Normal,5,2806.0,3.0,148
1129,1130,90,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,936.0,Unf,0.0,0.0,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,No,Unavailable,Detchd,1980.0,Unf,2.0,672.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,8,2007,WD,Normal,2,1872.0,2.0,49
1130,1131,50,RL,65.0,7804,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,622.0,Unf,0.0,500.0,GasA,TA,Y,SBrkr,0,4,1,Gd,7,Min2,Yes,TA,Detchd,1981.0,Unf,2.0,576.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,12,2009,WD,Normal,2,3103.0,3.0,475
1131,1132,20,RL,63.0,10712,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,212.0,Unf,0.0,762.0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,No,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,Unavailable,Unavailable,Y,No,Unavailable,MnPrv,Unavailable,0,9,2007,Oth,Abnorml,3,1948.0,1.0,28
1132,1133,70,RM,90.0,9900,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,1008.0,GasW,TA,Y,SBrkr,0,5,1,Fa,8,Typ,No,Unavailable,Detchd,1930.0,Unf,1.0,205.0,Fa,TA,N,No,Unavailable,Unavailable,Unavailable,0,5,2007,WD,Normal,2,3218.0,2.0,48
1133,1134,60,RL,80.0,9828,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,584.0,Unf,0.0,544.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,Yes,TA,Attchd,1995.0,RFn,2.0,466.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2009,WD,Normal,3,3148.0,3.0,155
1134,1135,60,RL,57.0,8773,Pave,Unavailable,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,916.0,GasA,Gd,Y,SBrkr,0,3,1,TA,7,Typ,Yes,TA,Attchd,1997.0,Fin,2.0,460.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,8,2007,WD,Normal,5,2516.0,3.0,138
1135,1136,30,RM,60.0,6180,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,960.0,GasA,TA,N,SBrkr,0,2,1,TA,5,Typ,Yes,Gd,Detchd,1926.0,Unf,1.0,180.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2007,WD,Normal,5,1946.0,1.0,128
